KO id,Tau,lambda,num_ORFs,Trusted Cutoff,E_value_trusted,E_values_MAG,Rk
K06215,-5.7018,0.69985,4825,117.8,1.4003531370594988e-34,,
K20133,-6.1021,0.69664,4825,,,,
K09023,-5.113,0.70258,4825,203.83,8.500149456079506e-61,2.9e-24,3.411704717645702e+36
K06312,-5.9357,0.69925,4825,359.87,3.9397620659360896e-108,,
K09253,-5.5419,0.69697,4825,,,,
K25683,-5.4425,0.70025,4825,,,,
K16912,-5.737,0.69773,4825,,,,
K11484,-6.4108,0.69552,4825,,,,
K23999,-6.2489,0.69864,4825,629.1,8.105786478090828e-190,5.4e-07,6.661907533088477e+182
K20981,-8.5347,0.69394,4825,,,2.9e-16,
K04051,-3.6337,0.71417,4825,121.23,9.031520465115524e-36,,
K07069,-4.0776,0.71595,4825,32.8,1.6482745899540736e-08,,
K08128,-5.6935,0.69986,4825,,,0.0014,
K09110,-5.624,0.69754,4825,,,,
K04683,-5.2812,0.69894,4825,,,,
K02800,-6.3941,0.69692,4825,185.27,4.7077098410016864e-55,,
K05818,-5.8473,0.70057,4825,,,,
K01676,-6.5182,0.69684,4825,354.27,3.139101407918616e-106,,
K13336,-5.8206,0.69848,4825,,,,
K08739,-6.6825,0.6954,4825,,,9e-62,
K09721,-4.153,0.71842,4825,77.17,2.042895980865047e-22,,
K02578,-6.8065,0.69594,4825,,,,
K03560,-4.7306,0.70376,4825,,,1.5e-14,
K02462,-4.2368,0.70399,4825,,,,
K12497,-5.7159,0.69725,4825,,,,
K26931,-5.3864,0.70189,4825,415.5,2.43208117646806e-125,,
K24310,-6.0449,0.69875,4825,237.1,7.905895455509212e-71,2.1e-27,2.656245597754038e+43
K12314,-5.9518,0.6996,4825,,,,
K21377,-5.7569,0.70036,4825,450.37,8.847217271381804e-136,4.4000000000000004e-30,4.973315184914393e+105
K10068,-5.5787,0.6989,4825,,,,
K11050,-5.494,0.70072,4825,,,1.9e-51,
K10477,-5.933,0.69806,4825,,,,
K03772,-5.2965,0.69983,4825,,,8.9e-33,
K03354,-7.0054,0.69608,4825,,,2.9e-12,
K18422,-6.7543,0.69573,4825,,,1.1999999999999999e-82,
K18268,-5.8637,0.69908,4825,,,,
K15345,-5.8546,0.69804,4825,186.1,3.101100797557123e-55,,
K10212,-4.9479,0.70701,4825,85.1,1.0820338522043274e-24,,
K07355,-4.6338,0.70706,4825,279.5,2.715752821506019e-84,,
K01049,-6.3618,0.69624,4825,,,3.4999999999999997e-115,
K21565,-4.0429,0.71674,4825,186.3,2.7181760225931586e-56,,
K19892,-6.4867,0.69681,4825,,,,
K02427,-5.6429,0.70022,4825,,,0.19,
K10143,-6.2884,0.69681,4825,,,1.4e-05,
K04730,-6.0716,0.69651,4825,,,,
K07748,-6.2756,0.69766,4825,,,4.2e-29,
K12642,-6.2575,0.69581,4825,,,,
K12837,-5.9705,0.69734,4825,,,2e-10,
K06497,-5.3414,0.69987,4825,,,,
K18866,-5.4784,0.70275,4825,,,,
K00878,-5.6594,0.69982,4825,157.03,1.7283797059783883e-46,0.31,1.793587363515805e+45
K01860,-5.7254,0.69973,4825,558.13,2.158303712257539e-168,5.5e-48,2.5482975212265745e+120
K06341,-3.9651,0.71617,4825,40.37,7.834471891002515e-11,,
K17717,-5.1115,0.70533,4825,202.47,1.250085811822332e-60,0.026,2.0798572189294825e+58
K23104,-5.763,0.69928,4825,50.0,5.60582746649665e-14,8e-46,1.4270863753499685e-32
K03895,-6.2694,0.6973,4825,621.27,4.400661117698588e-187,,
K02896,-4.8655,0.70115,4825,31.37,4.4625749064565386e-08,,
K21162,-6.6168,0.69606,4825,,,6.0000000000000005e-183,
K04392,-5.2583,0.70059,4825,,,,
K09107,-7.1199,0.69529,4825,,,,
K05336,-6.9689,0.6956,4825,,,1.4e-05,
K03392,-6.1105,0.69811,4825,249.7,1.335084706408351e-74,1.2e-123,8.988193739618542e-50
K23304,-5.497,0.70216,4825,343.0,2.5784206805029104e-103,,
K19827,-9.4523,0.69348,4825,,,4.8,
K03532,-5.5547,0.69945,4825,393.1,3.8480905801654724e-118,,
K23013,-6.9517,0.69584,4825,,,3.9e-17,
K25225,-5.5649,0.70214,4825,,,,
K12657,-6.8178,0.69509,4825,,,,
K16652,-5.2175,0.70197,4825,,,8.7e-56,
K24662,-5.8051,0.69827,4825,721.27,1.564867438359705e-217,1e-06,6.390317642804304e+210
K11213,-5.6974,0.69922,4825,,,,
K02622,-6.6404,0.69661,4825,,,3.9e-225,
K13525,-6.7106,0.69606,4825,,,2.9e-67,
K12326,-7.0188,0.69498,4825,,,,
K02313,-5.9544,0.69773,4825,129.5,4.345761644571462e-38,6.5e-161,1.4957101957304813e-123
K06222,-5.883,0.6991,4825,,,6.7e-21,
K09577,-5.3054,0.70186,4825,,,2.2e-07,
K10560,-5.879,0.70052,4825,,,,
K13578,-6.0492,0.69754,4825,,,,
K18110,-5.9047,0.70041,4825,494.93,2.1751826605706335e-149,,
K22494,-5.0107,0.70362,4825,,,,
K15436,-6.7944,0.69515,4825,,,,
K02509,-5.3918,0.70228,4825,330.27,2.0317984081022204e-99,,
K18089,-4.3256,0.71596,4825,241.07,2.4033029643074425e-73,,
K19071,-5.7001,0.70089,4825,492.7,9.422484308975566e-149,,
K25514,-5.8079,0.69836,4825,,,,
K10162,-5.0877,0.70102,4825,,,,
K12226,-5.6926,0.69895,4825,742.8,3.009349897207604e-224,0.012,3.987572203263862e+221
K21202,-5.5048,0.70109,4825,,,0.08,
K24696,-5.9722,0.69857,4825,385.63,7.537480289682302e-116,2.7e-23,3.5820989193111406e+92
K08343,-6.1106,0.69717,4825,,,,
K18254,-5.7392,0.69908,4825,730.77,1.1870069093520248e-220,8.4e-08,7.076622666489342e+212
K01538,-4.2491,0.71082,4825,,,,
K12514,-4.5819,0.70523,4825,82.77,8.503074539550886e-24,,
K01933,-6.1763,0.69723,4825,,,1.7e-77,
K14768,-6.6252,0.69592,4825,,,0.086,
K15750,-5.0031,0.70617,4825,277.07,1.498654499574304e-83,,
K25222,-5.7951,0.69911,4825,521.47,3.939766875238879e-157,,
K10330,-5.6679,0.69962,4825,,,2.9e-11,
K13348,-5.0676,0.70212,4825,,,,
K26621,-6.2985,0.69848,4825,,,,
K25654,-4.8671,0.70216,4825,376.13,3.166914550880863e-113,,
K16878,-5.6448,0.70168,4825,363.57,1.480974454212023e-109,,
K17055,-5.6533,0.7009,4825,,,,
K04433,-5.7702,0.69863,4825,,,,
K16356,-6.3929,0.69706,4825,,,0.0038,
K16783,-5.6102,0.70151,4825,,,,
K02340,-5.3018,0.6995,4825,,,5.1e-61,
K05358,-6.9342,0.69605,4825,959.13,4.480216983416297e-289,1.1e-222,2.4552382263441576e+66
K04273,-6.0422,0.69776,4825,,,,
K04839,-7.6534,0.6946,4825,,,0.24,
K05821,-6.1558,0.69813,4825,,,6.8e-13,
K24515,-7.2049,0.69572,4825,,,3.2e-07,
K13570,-4.0449,0.71082,4825,30.77,8.628921616239586e-08,,
K15233,-5.6367,0.70039,4825,691.5,4.281387488130669e-209,7.6e-45,1.775125475344045e+164
K01657,-6.0618,0.69705,4825,463.13,4.440423478539918e-139,1.3e-142,0.0002927648694505734
K23367,-7.7306,0.69429,4825,50.0,1.8888705194765856e-14,2.6999999999999997e-25,1.4294256658461595e-11
K09553,-6.4278,0.69638,4825,,,1.5e-09,
K24734,-7.6579,0.6944,4825,,,3.3e-32,
K23743,-5.7705,0.69775,4825,143.8,2.2871889814337518e-42,5.8,2.5358639128998428e+42
K02857,-5.8017,0.69877,4825,,,3.3e-13,
K06463,-6.0106,0.69868,4825,,,,
K14126,-5.9128,0.69833,4825,608.0,3.1296225545612205e-183,,
K17305,-5.7634,0.69858,4825,,,,
K12965,-5.7164,0.69801,4825,,,,
K10719,-6.4116,0.69703,4825,,,3.8e-11,
K11701,-6.7198,0.69533,4825,,,2.3e-41,
K26230,-5.793,0.69876,4825,,,,
K24545,-6.3341,0.69759,4825,,,,
K26047,-5.2905,0.70166,4825,,,7.4e-85,
K02486,-5.6372,0.69826,4825,,,1.9e-63,
K16770,-7.8943,0.69413,4825,,,0.035,
K22121,-6.2938,0.6982,4825,,,2.3e-15,
K25139,-6.5953,0.69582,4825,,,,
K20256,-5.3571,0.70353,4825,412.0,1.4606433393191213e-124,,
K19205,-7.508,0.6945,4825,,,6e-37,
K17248,-5.5082,0.69976,4825,383.47,2.966748215575211e-115,5.6e-17,1.8875885626560452e+98
K16253,-5.3211,0.70449,4825,,,,
K14348,-5.1074,0.70258,4825,269.3,9.00524742174325e-81,2.1e-07,2.3319736833987827e+73
K07255,-4.639,0.71125,4825,,,,
K06418,-4.3575,0.71858,4825,103.27,1.2462634736561457e-30,,
K07400,-4.9348,0.70272,4825,,,2.5e-15,
K01006,-6.7911,0.69512,4825,358.47,2.606152855329905e-107,7.5e-36,2.877805108269675e+71
K13107,-5.5195,0.6988,4825,,,1.3e-06,
K09009,-4.835,0.7034,4825,45.27,2.3838817100432537e-12,,
K02062,-5.5466,0.69962,4825,,,1.2e-56,
K06918,-5.8281,0.69842,4825,230.17,1.2605641203948297e-68,,
K07900,-5.4233,0.70373,4825,,,,
K13557,-5.6534,0.70139,4825,50.0,5.3817795437214265e-14,,
K25842,-9.1279,0.69374,4825,9803.3,0.0,4.2999999999999996e-24,inf
K25591,-4.9263,0.70332,4825,,,,
K18615,-5.5294,0.69884,4825,,,,
K25794,-6.1914,0.69724,4825,,,,
K14810,-6.4389,0.69638,4825,,,3.7e-51,
K17828,-5.9648,0.69912,4825,,,9.200000000000001e-33,
K16204,-6.7492,0.69641,4825,,,,
K15006,-6.6791,0.69672,4825,,,8.2e-20,
K06238,-8.3256,0.69396,4825,,,6.8e-10,
K07220,-5.0876,0.70148,4825,,,,
K18703,-6.1863,0.69637,4825,615.27,5.453647149875799e-185,1.7000000000000001e-100,3.1171800325195513e+84
K02033,-5.6935,0.69851,4825,,,4.5e-05,
K23872,-6.2518,0.69724,4825,,,,
K06543,-5.4204,0.69978,4825,,,,
K11297,-4.5971,0.70608,4825,,,,
K08759,-4.5783,0.70718,4825,,,,
K09741,-4.0889,0.71843,4825,46.7,6.868205031132285e-13,,
K18276,-5.772,0.69929,4825,564.9,2.3532772774216162e-170,1.7e-13,7.223968107415783e+156
K10660,-5.8034,0.69891,4825,,,,
K13678,-5.5492,0.70029,4825,274.33,3.658080920669697e-82,2.7e-17,7.38091928132006e+64
K14857,-6.5738,0.69583,4825,,,,
K11913,-5.5011,0.69819,4825,,,,
K19891,-6.4581,0.69693,4825,,,,
K02528,-5.608,0.69945,4825,,,3.6e-88,
K03510,-6.1302,0.69702,4825,,,5.9e-35,
K26913,-6.3468,0.69851,4825,501.53,4.1160398015099586e-151,4.9e-74,1.190464678743497e+77
K10900,-6.8169,0.69536,4825,,,7e-06,
K13918,-6.1055,0.69862,4825,779.4,2.268707888631056e-235,4.2,1.851274031816538e+235
K09858,-4.7549,0.70409,4825,,,0.0086,
K18412,-6.6166,0.69466,4825,,,,
K20034,-6.5849,0.69615,4825,,,2.8e-58,
K14968,-4.3323,0.70517,4825,,,,
K15950,-6.1194,0.69771,4825,1042.33,9.798598176e-315,0.0061,inf
K09132,-4.5748,0.71178,4825,72.27,8.493160755752937e-21,,
K04645,-4.9427,0.7028,4825,,,,
K14765,-5.7426,0.69866,4825,,,,
K02422,-4.8003,0.70461,4825,,,,
K09589,-6.4701,0.69797,4825,,,5e-12,
K06532,-6.826,0.69578,4825,,,,
K13825,-4.9884,0.70424,4825,,,,
K22738,-6.2266,0.69704,4825,,,,
K23720,-6.2726,0.69641,4825,,,,
K06832,-5.9403,0.69889,4825,,,,
K00517,-6.495,0.69807,4825,,,5.5e-18,
K25865,-6.9833,0.69556,4825,,,,
K25490,-6.1208,0.69796,4825,,,2.6e-31,
K11623,-5.93,0.69925,4825,275.47,1.6897720518654362e-82,1.2e-32,7.101549576910396e+49
K22236,-7.3371,0.69441,4825,,,,
K03291,-6.5248,0.69877,4825,161.23,5.951414256532826e-48,6.8e-24,1.1425855614966959e+24
K02684,-6.0265,0.69703,4825,,,,
K06810,-6.919,0.69569,4825,,,,
K00739,-6.0564,0.69695,4825,,,,
K01721,-5.7505,0.69767,4825,277.4,7.771936780972737e-83,,
K14675,-6.2948,0.6972,4825,,,2.4e-05,
K18777,-6.2721,0.69776,4825,,,,
K21668,-5.6734,0.69842,4825,,,,
K00209,-5.9492,0.69921,4825,,,4.1,
K09774,-4.7587,0.70358,4825,54.57,3.588935579888349e-15,0.55,153248780246178.28
K25545,-4.7455,0.70506,4825,,,,
K10223,-5.6567,0.69887,4825,,,,
K26168,-6.7619,0.69601,4825,,,,
K24481,-5.989,0.69737,4825,,,,
K14969,-4.7789,0.70506,4825,,,,
K15951,-6.1161,0.69885,4825,50.0,4.4862664520512416e-14,,
K18289,-5.9192,0.69933,4825,440.5,1.2566621931867358e-132,7.399999999999997e-69,5.8886151267386634e+63
K19271,-5.5427,0.70022,4825,73.3,5.0968238572995275e-21,0.00098,1.922766074398415e+17
K01517,-6.026,0.69923,4825,179.17,2.784245336848551e-53,1.5e-07,5.387456270997402e+45
K20022,-5.6987,0.69943,4825,555.4,1.7577117178199644e-167,1.3999999999999999e-24,7.964901102988474e+142
K09219,-4.9892,0.69983,4825,,,,
K21612,-6.097,0.69856,4825,197.37,9.026628944718989e-59,1.9e-09,2.1048832422779394e+49
K23356,-5.2363,0.70037,4825,,,0.023,
K07064,-4.0665,0.7034,4825,,,1.2e-12,
K26525,-6.7421,0.69632,4825,,,,
K02021,-7.023,0.69544,4825,,,1.4e-130,
K05039,-6.8446,0.69654,4825,,,4.5000000000000003e-23,
K17544,-6.8865,0.69569,4825,,,,
K22456,-4.6599,0.70911,4825,,,,
K19232,-6.1171,0.69685,4825,,,2.4,
K04542,-4.5295,0.70648,4825,,,,
K09527,-6.1146,0.69667,4825,,,1.5e-21,
K24076,-5.4783,0.70164,4825,,,,
K14037,-6.854,0.69614,4825,,,,
K10122,-5.1029,0.70188,4825,337.87,1.3727847680725223e-101,,
K22378,-4.5805,0.70471,4825,,,,
K23360,-4.6355,0.71897,4825,143.07,3.6579455969765166e-43,,
K03332,-6.4441,0.69604,4825,530.97,1.7004376104137604e-159,3.3e-202,1.9406769056331473e-43
K18922,-3.9746,0.71532,4825,74.73,1.7106586890986428e-21,,
K19168,-4.4854,0.70345,4825,,,0.002,
K10899,-6.602,0.6963,4825,,,3.4e-09,
K11881,-4.6528,0.7084,4825,,,,
K01935,-5.1239,0.70041,4825,118.5,1.1996662301582604e-34,4.399999999999999e-53,3.6676868027030736e-19
K13734,-5.5794,0.69712,4825,,,,
K07837,-5.1198,0.70543,4825,,,,
K01934,-5.3015,0.70043,4825,,,2.100000000000001e-33,
K24385,-5.9684,0.69638,4825,,,,
K11466,-5.6451,0.69703,4825,,,,
K02221,-4.2821,0.70859,4825,26.83,1.285764692432089e-06,,
K05239,-4.4049,0.70586,4825,,,,
K23164,-6.3001,0.69648,4825,,,3.6e-62,
K26833,-6.1377,0.6979,4825,,,,
K23017,-5.7558,0.69887,4825,,,,
K16599,-6.143,0.69723,4825,,,,
K17581,-5.7995,0.69677,4825,,,,
K19854,-5.8298,0.69916,4825,770.63,8.283444740867219e-233,1e-90,1.2072272240392914e+142
K22461,-5.9899,0.69791,4825,,,,
K25479,-5.0659,0.70049,4825,,,,
K00804,-5.8798,0.69834,4825,,,2.9e-20,
K02319,-6.6419,0.69615,4825,,,3.6e-06,
K03301,-6.6633,0.69637,4825,99.53,3.693983405936781e-29,1.1999999999999999e-39,3.248525691998024e-11
K12034,-6.6108,0.69656,4825,,,,
K23167,-5.9456,0.69827,4825,,,2.9e-82,
K18417,-6.0,0.69838,4825,,,,
K24485,-6.8702,0.69515,4825,,,5.6e-44,
K11792,-5.1086,0.70678,4825,,,,
K13952,-5.6949,0.69964,4825,,,1.7e-09,
K15747,-6.2177,0.69715,4825,,,3e-22,
K15973,-4.8561,0.70517,4825,110.03,3.1583756245910046e-32,4.900000000000003e-22,15514304131.050056
K18719,-6.474,0.69594,4825,,,,
K19701,-5.7554,0.69742,4825,236.07,2.741902590030986e-70,5.5999999999999986e-68,204.2377442714591
K00713,-5.6664,0.69947,4825,494.73,4.732601076794474e-149,2.100000000000001e-33,4.4373061788305025e+115
K02915,-4.9636,0.70264,4825,,,,
K10196,-6.2543,0.69763,4825,446.9,2.444728725303559e-134,,
K03117,-3.8311,0.70734,4825,74.63,3.80828323327039e-21,4.9e-08,12866690053912.01
K04059,-3.967,0.71267,4825,,,,
K05041,-6.5596,0.69543,4825,,,3e-22,
K22019,-5.7288,0.69889,4825,,,,
K23001,-6.0082,0.69793,4825,,,,
K12390,-5.8975,0.69884,4825,,,,
K07945,-5.2848,0.69917,4825,,,,
K21272,-6.16,0.69948,4825,,,1.8e-38,
K04755,-4.1819,0.71083,4825,,,9.7e-15,
K16111,-7.3637,0.69515,4825,50.0,2.319568694123206e-14,1.7e-06,73289487.1493598
K11403,-5.0697,0.70333,4825,,,,
K06983,-5.5003,0.70161,4825,218.7,2.335963816621558e-65,0.3,1.2842664679364853e+64
K08644,-7.4446,0.695,4825,50.0,2.2116974899368735e-14,,
K14544,-7.1741,0.69504,4825,,,,
K10268,-5.7711,0.69797,4825,,,2.4e-14,
K11250,-5.3328,0.70419,4825,173.73,8.345794150903304e-52,0.0002,2.3964166427272e+47
K17202,-5.7187,0.70087,4825,,,9.1e-12,
K09635,-6.2884,0.69772,4825,,,,
K26584,-6.4657,0.69505,4825,,,,
K24494,-6.0109,0.6975,4825,,,,
K15806,-6.295,0.69736,4825,,,,
K05157,-6.1119,0.69667,4825,,,,
K14772,-7.7871,0.69409,4825,,,,
K00192,-7.0146,0.69628,4825,475.73,5.082606517107912e-143,0.00089,1.7510700405476692e+139
K21771,-6.1068,0.69779,4825,,,,
K20789,-5.7858,0.69868,4825,50.0,5.70495201188514e-14,5.7,99913198009819.83
K15604,-5.0331,0.69841,4825,,,,
K06432,-3.7065,0.7188,4825,43.23,1.0747046038555237e-11,,
K11169,-6.0834,0.698,4825,,,2.8e-73,
K25373,-5.3475,0.70103,4825,,,,
K19722,-5.9725,0.69919,4825,,,,
K02089,-6.0809,0.69897,4825,,,,
K03071,-5.1384,0.70466,4825,32.97,1.0499910220722096e-08,,
K22567,-6.0101,0.69958,4825,753.93,6.246817027450574e-228,9.7,1.552790798477849e+228
K23653,-4.8457,0.70547,4825,189.87,1.062098154171948e-56,,
K11291,-5.9792,0.69738,4825,,,0.14,
K10692,-6.5829,0.69634,4825,,,,
K22221,-5.6794,0.69913,4825,362.83,6.217477812447332e-109,2.6e-09,4.181759997269028e+99
K25239,-6.9828,0.69583,4825,,,,
K15915,-5.6273,0.69999,4825,296.63,6.262327137547365e-89,9.3e-51,1.4850709322161566e+38
K23664,-8.2424,0.69405,4825,,,0.0046,
K25516,-5.2715,0.69943,4825,,,,
K04560,-5.9631,0.69983,4825,,,,
K07578,-6.3135,0.69644,4825,292.67,1.790330723029003e-87,,
K16714,-7.1281,0.69468,4825,,,,
K16475,-6.8808,0.69533,4825,,,8.4e-07,
K05167,-6.3756,0.69637,4825,,,,
K13373,-5.9241,0.69908,4825,,,7e-06,
K03333,-6.2958,0.6968,4825,322.8,1.2408312292460642e-96,1.9e-40,1.5312316092773152e+56
K09815,-5.9605,0.69759,4825,268.43,3.5833730812887225e-80,3.4e-54,9.48826684487239e+25
K01067,-6.2146,0.69628,4825,775.5,1.9970098631116253e-233,1e-19,5.007486535103326e+213
K18787,-5.866,0.70029,4825,,,,
K01032,-5.5102,0.70436,4825,,,,
K07013,-4.4327,0.70165,4825,66.8,9.490191823670409e-19,0.00096,1011570701453653.2
K16750,-4.8394,0.70332,4825,,,,
K10982,-5.5648,0.6993,4825,,,,
K02602,-5.8255,0.6975,4825,,,,
K16138,-5.004,0.70115,4825,157.67,1.407204611483548e-46,9e-14,6.395658404296823e+32
K22141,-6.3217,0.69754,4825,,,,
K25159,-5.2176,0.70348,4825,285.43,7.683770392868051e-86,3.2e-91,4.164622101371206e-06
K21374,-6.197,0.6982,4825,,,,
K16573,-7.3071,0.6946,4825,,,,
K11345,-5.4892,0.70102,4825,,,,
K22108,-5.2834,0.69993,4825,,,1.6e-42,
K03963,-4.2734,0.70541,4825,,,,
K14733,-5.8371,0.69947,4825,322.93,6.485679530184436e-97,2.4e-31,3.7004603585952235e+65
K02116,-4.0331,0.7091,4825,,,1.8,
K01175,-5.5254,0.70078,4825,,,5.5e-100,
K26347,-5.9289,0.69905,4825,,,,
K22606,-5.2229,0.70259,4825,409.3,1.5838968020369998e-123,4.4999999999999994e-49,2.8410941888465785e+74
K21984,-6.3105,0.6976,4825,,,,
K18446,-5.5255,0.69759,4825,173.2,3.442796962337107e-51,,
K06749,-6.6361,0.69594,4825,,,,
K07731,-5.3701,0.70349,4825,171.43,4.6473790125379067e-51,,
K06709,-6.3549,0.69575,4825,,,,
K16024,-5.4128,0.70162,4825,,,2.1e-74,
K20973,-6.468,0.69589,4825,,,3.8e-85,
K18590,-4.8611,0.70853,4825,238.9,4.738120444370561e-72,7.300000000000001e-44,1.5406953212160849e+28
K21802,-6.0978,0.69804,4825,,,8.000000000000001e-126,
K24829,-6.3234,0.69585,4825,,,,
K25811,-7.9176,0.69408,4825,,,,
K10157,-5.717,0.6979,4825,,,,
K23926,-4.6747,0.70429,4825,185.6,3.050110030204832e-55,,
K22923,-5.0647,0.70398,4825,270.73,2.309441314970075e-81,1.8000000000000001e-22,7.794092832462054e+58
K02323,-6.2665,0.69763,4825,329.0,1.2749879558703438e-98,0.09,7.058890210344253e+96
K24885,-5.7624,0.69804,4825,,,,
K18220,-6.8472,0.69606,4825,622.9,2.0608991572245887e-187,9.8e-75,4.75520598164427e+112
K15963,-5.6857,0.70066,4825,,,0.058,
K09690,-5.7703,0.69866,4825,210.33,1.2984953634325918e-62,4e-76,3.080488473540591e-14
K19946,-6.0414,0.69701,4825,,,,
K04092,-4.4405,0.70489,4825,93.03,6.99630938714277e-27,,
K24477,-6.6875,0.69524,4825,,,,
K16055,-6.8306,0.69566,4825,718.3,4.037367636520311e-216,9.2e-240,2.2787124751238187e-24
K18566,-5.4307,0.70041,4825,453.8,9.835016868183259e-137,0.053,5.388907890077697e+134
K26016,-5.4522,0.70085,4825,,,,
K12356,-6.1819,0.69814,4825,,,,
K26585,-6.3977,0.69507,4825,,,,
K11492,-6.7044,0.69504,4825,,,,
K02038,-6.1108,0.69875,4825,,,3.1e-96,
K03020,-4.7779,0.70634,4825,,,,
K02504,-6.1319,0.69823,4825,,,,
K14863,-6.1594,0.69712,4825,,,3.5e-24,
K01690,-6.4139,0.69702,4825,510.3,1.8536611136917114e-153,1.4e-70,7.552621078681369e+82
K10799,-7.2543,0.69499,4825,944.97,1.8764208649521225e-284,1.6e-09,8.5268717156416e+274
K11781,-6.0098,0.69947,4825,,,,
K23812,-5.6919,0.69887,4825,581.9,2.1893531496243544e-175,3.4e-07,1.5529701092687428e+168
K19632,-4.9096,0.70177,4825,50.0,8.880406417468683e-14,,
K02309,-5.894,0.69692,4825,,,,
K24831,-8.6569,0.69393,4825,,,,
K19795,-6.1124,0.69814,4825,770.93,1.217654481837744e-232,3.1e-39,2.545878199636179e+193
K18128,-5.8353,0.69809,4825,939.33,1.3535124847629762e-283,9.5e-88,7.018775302736581e+195
K19110,-5.5479,0.70164,4825,661.3,3.038682570685078e-200,,
K19528,-5.0477,0.70118,4825,,,,
K12148,-4.6655,0.71007,4825,61.67,1.686514730212181e-17,,
K13130,-5.7005,0.69934,4825,,,,
K20915,-6.8608,0.69471,4825,,,,
K20189,-5.5701,0.69893,4825,,,,
K21171,-5.7907,0.69886,4825,680.97,1.7540497820370434e-205,7.100000000000003e-22,4.0477756519284807e+183
K19687,-3.8978,0.71109,4825,,,,
K14394,-5.1518,0.70134,4825,,,1.2e-51,
K02333,-6.098,0.69838,4825,,,6.5e-15,
K09443,-5.2701,0.69861,4825,,,,
K24388,-4.9131,0.70092,4825,,,,
K25370,-4.7854,0.70606,4825,,,,
K26514,-5.9497,0.69873,4825,,,,
K00370,-7.7211,0.69452,4825,821.67,3.291611331526912e-247,,
K03388,-6.7559,0.69653,4825,598.43,4.123687658198976e-180,7.7e-08,1.8672607234668646e+172
K02291,-5.8346,0.69735,4825,,,2.8e-08,
K24783,-6.7778,0.69609,4825,,,,
K22138,-4.6089,0.70291,4825,,,,
K23120,-5.3388,0.70232,4825,222.53,1.5149259128859932e-66,6.4,4.224629036681899e+66
K14043,-6.6731,0.69633,4825,,,,
K15475,-5.2561,0.70006,4825,,,1.4e-16,
K08064,-4.6394,0.70126,4825,,,,
K10696,-7.0482,0.69493,4825,,,0.31,
K20942,-6.025,0.69916,4825,461.23,6.390983314893109e-139,0.0022,3.4423497787473036e+135
K16449,-5.7187,0.69741,4825,,,,
K17431,-4.9697,0.70126,4825,,,,
K07232,-5.4102,0.70048,4825,68.8,1.2813598344252967e-19,,
K14845,-5.6957,0.69867,4825,,,,
K01244,-5.5335,0.69894,4825,247.83,5.9713808889083036e-74,,
K00222,-6.2256,0.69772,4825,,,,
K22424,-6.7576,0.6962,4825,335.0,2.2443909512324976e-100,6.2e-09,2.7624420765888836e+91
K18020,-6.6257,0.69642,4825,1222.67,0.0,7.1e-13,inf
K03608,-4.3031,0.71137,4825,38.3,3.3229392140504096e-10,,
K25155,-6.0188,0.69758,4825,123.17,3.5082111284882515e-36,,
K20737,-5.8578,0.69894,4825,,,,
K08558,-5.8202,0.69683,4825,,,,
K09540,-6.5955,0.69646,4825,,,1.3e-15,
K19467,-6.2796,0.69622,4825,,,0.0011,
K09863,-5.5697,0.70048,4825,,,1.2e-16,
K23106,-4.5374,0.70535,4825,,,,
K00851,-5.1869,0.70385,4825,,,0.0024,
K03869,-7.3446,0.695,4825,,,,
K08777,-6.0589,0.69757,4825,668.63,1.9317643041685292e-201,2e-96,1.0353229923983095e+105
K00895,-6.5081,0.696,4825,215.83,3.0032479871404166e-64,2.9e-26,9.656212248930112e+37
K21887,-6.365,0.69688,4825,1005.03,3.8339729563836726e-303,1.4e-110,3.6515646195911755e+192
K23666,-6.2375,0.69848,4825,,,0.0004,
K11488,-5.216,0.70156,4825,,,,
K09196,-5.0695,0.69977,4825,,,,
K02698,-4.1936,0.70987,4825,37.3,7.786216940644051e-10,,
K03680,-6.758,0.69574,4825,233.43,1.286002166328985e-69,,
K24539,-6.4664,0.69536,4825,,,0.75,
K25521,-8.3348,0.69424,4825,,,,
K25014,-6.0757,0.69802,4825,,,,
K00286,-5.8673,0.69851,4825,187.03,1.4667559207269177e-55,6.5000000000000006e-80,4.431548499752181e-25
K13836,-5.4275,0.6989,4825,,,,
K03955,-4.4358,0.70573,4825,,,1.4e-19,
K06198,-5.0304,0.69936,4825,61.63,2.7343541097501546e-17,,
K07180,-6.4192,0.69687,4825,296.77,8.399578165901178e-89,0.01,1.1905359772227461e+86
K10851,-4.9981,0.70911,4825,114.3,8.79324211132324e-34,,
K13869,-6.558,0.69746,4825,,,1.2e-72,
K01056,-5.3969,0.70136,4825,,,1.9000000000000002e-57,
K19303,-5.1829,0.70239,4825,,,5.5e-33,
K14792,-7.5288,0.69421,4825,,,5e-12,
K17382,-6.0722,0.69754,4825,,,4.6e-101,
K16305,-5.6333,0.70111,4825,402.83,2.0475787612794826e-121,2.2e-13,1.0744397439565514e+108
K24431,-6.2106,0.69752,4825,,,,
K22123,-5.4749,0.70187,4825,,,0.29,
K25847,-8.4726,0.69414,4825,,,2.1e-34,
K19774,-6.4404,0.69569,4825,,,,
K18738,-6.0348,0.6972,4825,,,0.00096,
K19720,-6.6417,0.69538,4825,,,,
K22529,-5.9619,0.69706,4825,,,7.3e-11,
